id,Sweet,Sour,Texture,Sparkling,Localisation-kr,lat,lng,pourcent,Ingredients,Description,link,Fruit/vegetable,Nuts,name_kr,name,Ingredients_kr,description_kr,Localisation,image,region,region_kr,status
114,4,3,4,0,독 우이락 - 망원,37.5560254,126.9101277,6%,Rice,N/A,https://wooyirak.com/ ,No,No,Creamy,Creamy,쌀,N/A,DOK Mangwon market,N/A,Incheon,인천,N/A
115,3,4,4,2,해창주조장,34.4857,126.49165,6도9도12도,Rice/ Glutinous rice,"Rich flavor of glutinous rice and strong taste of glutinous rice. Not too sweet, with moderate acidity. Goes well with any dish. The 12% is full bodied, creamy with sweet rice notes.",N/A,No,No,해창막걸리,Haechang makgeolli,쌀/찹쌀,찹쌀의 감칠맛과 맵쌀의 센맛/ 단맛이 강하지 않고/ 산미가 적당. 어떤 음식과도 잘 어울림. 12% 막걸리는 바디감이 풍부하고 크리미하며 달콤한 쌀 향이 느껴집니다.,Haechang Brewery,https://res.cloudinary.com/dhwup3tvm/image/upload/v1742829404/256192519_2263645170444467_7618678826388252970_n_vd98kg_xuahcq.png,Jeollanam-do,전라남도,N/A
116,3,1,3,0,수블가,37.2801,127.1148,12,"rice, nuruk, yeast, water","Doodumulmakgeolli is a clear and refreshing makgeolli that reminds you of a green apple. Brewed using traditional methods, it retains live yeast and maintains the clarity of our famous Hosanchun. This makgeolli is brewed in the vast and clear natural environment, hoping that those who drink it will also become clear and bright. Its clean sweetness leaves a refreshing feeling in your mouth even after multiple servings.",https://www.instagram.com/sbga22,No,No,두두물물 탁주 ,Doodoomulmul takju,N/A,두두물물 탁주는 청사과가 연상되는 맑고 산뜻한 탁주입니다.전통방식 그대로 빚어 생균이 살아 있으며 우리 명주 호산춘 의 느낌을 유지하도록 맑은 술의 비율을 높여 산뜻하게 즐길 수 있게 하였습니다.,Sooblega  ,https://res.cloudinary.com/dhwup3tvm/image/upload/v1748673366/dudu_m1rv1f.png,Gyeonggi-do Yongin,용인시,N/A
117,1,1,2,0,삼산도가,35.84509,127.14752,9,N/A,"Brewed in the vast and clear natural environment, this makgeolli is like a clear and bright drink. It embodies the hope that those who drink it will also become clear and bright. Its clean sweetness leaves a refreshing feeling in your mouth even after multiple servings.",https://samsandoga.com/,No,No,호호히,HoHoHi,N/A,"맑고 밝고 넓게 “晧浩히” 넓은 자연 속에서 맑게 빚은 이 술 처럼, 호호히를 마시는 사람 역시 맑고 밝아지기를 바라는 마음을 담았습니다. 담백한 단맛이 있어 여러 잔 마셔도 입안에 개운함이 남습니다.",Samsandoga,https://res.cloudinary.com/dhwup3tvm/image/upload/v1748673369/hohohi_kyqhgr.png,Jeollabuk-do Wanju,전북 완주군,N/A
118,1,1,3,0,삼산도가,35.846,127.14753,12,"Eco-friendly rice, snail-farmed rice, wheat nuruk, water","Samsando's 'First Drink' is brewed with eco-friendly rice, hand-harvested Ureongi rice, and traditional nuruk from the clear waters of the Mankyeong River. 'Gosan' is the name of the region where Samsando operates, and the rice grown here is transformed into this makgeolli.",https://samsandoga.com/,No,No,고산탁주,Gosan takju,"친환경 쌀, 우렁이쌀, 우리밀 누룩, 물","친환경 쌀로 빚은 삼산도가 ‘첫술’ 손수 농사지은 우렁이쌀과 우리밀 누룩, 만경강 수원지 맑은 물로 옛 방식을 따라 담백하게 빚은 술입니다. ‘고산’은 삼산도가가 활동하는 지역의 이름입니다. 이곳에서 자란 쌀이 술이 되어 병에 담깁니다.",Samsandoga,https://res.cloudinary.com/dhwup3tvm/image/upload/v1748673372/gosan_wpqey2.png,Jeollabuk-do Wanju,전북 완주군,N/A
119,3,1,1,3,삼산도가,35.84511,127.149,6,"Rice, nuruk, yeast","This makgeolli is brewed using an old method to create a sparkling, natural carbonation. Fermented at low temperatures, the yeast-produced carbonation is trapped in the bottle, resulting in a non-sweet and refreshing drink perfect for quenching summer thirst.",https://samsandoga.com/,No,No,호호히 스파클링,HoHoHi sparkling,"쌀, 누룩, 효모","시원하게 마시는 자연탄산 막걸리 샴페인을 제조하는 오래된 방식을 따라, 저온에서 효모가 만드는 탄산을 병에 가두었습니다.달지 않고 청량함이 있어한여름 갈증을 씻어내기 좋은 술입니다.",Samsandoga,https://res.cloudinary.com/dhwup3tvm/image/upload/v1748673374/hohohi_sparkling_y47kbt.png,Jeollabuk-do Wanju,전북 완주군,N/A
120,4,3,4,1,장안양조장,37.546101,127.101426,9,N/A,"Rich and velvety, with a fruity aroma. A premium makgeolli with no additives.",https://www.instagram.com/janganbrewery,No,No,장안누룩09,Jangan nuruk 09,N/A,"찐하고 꾸덕함, 과일향의 아로마. 무첨가 프리미엄막걸리",Jangan brewery,N/A,Seoul,서울특별시,N/A
121,3,4,3,1,장안양조장,37.547,127.102,12,N/A,Deep and rich layers of flavor. Delicious acidity.,https://www.instagram.com/janganbrewery,No,No,장안사이12,Jangan sai 12,N/A,석탄주의 깊고 풍부한 층위. 맛있는 산미,Jangan brewery,N/A,Seoul,서울특별시,N/A
122,4,4,3,1,장안양조장,37.548,127.101428,9,N/A,"Sour, sweet, and hip makgeolli.",https://www.instagram.com/janganbrewery,No,No,엑스스타막걸리,X star makgeolli,N/A,세콤 달콤 힙한 막걸리,Jangan brewery,N/A,Seoul,서울특별시,N/A
123,3,4,3,1,장안양조장,37.546104,127.102,6,N/A,The refreshing and fragrant taste of yuja.,https://www.instagram.com/janganbrewery,No,No,장안 유자,Jangan yuja,N/A,유자의 상큼함과 향긋함,Jangan brewery,N/A,Seoul,서울특별시,N/A
124,5,0,2,0,범표주조,37.2943685,127.4429892,7,N/A,"This makgeolli has a clean and refreshing sweetness that pairs well with salty foods, offering a light and smooth finish. Bumpyo Makgeolli has no carbonation or nuruk flavor, making it smooth to drink. It has the basic taste of makgeolli, so it's enjoyable on its own, but can also be used as a base for cocktails or highballs.",http://www.beompyobrewery.com/,No,No,범표 생 막걸리 7도,Beompyo saeng makgeolli 7%,N/A,"깔끔하고 산뜻한 단맛을 가지고있어 짠 음식과 페어링시 라이트한 부드러움으로 술술 넘어가는 막걸리예요. 범표 생 막걸리는 탄산이 없고, 누룩취가 없습니다. 따라서 목넘김이 부드러운 것이 특징이죠. 막걸리의 가장 기본이 되는 맛을 가지고 있어 그냥 마셔도 맛있지만, 취향에 맞게 칵테일이나 하이볼의 베이스 술로 음용해도 좋습니다.",Beompyo brewery,https://res.cloudinary.com/dhwup3tvm/image/upload/v1748673356/411f772ef6179_au1fjx.png,Gyeonggi-do Incheon,경기도 이천,N/A
125,5,0,4,1,범표주조,37.296,127.4429893,9,N/A,"This makgeolli has a rich and sweet flavor that pairs well with spicy foods, offering a deep sweetness and long finish that soothes the palate. Bumpyo Makgeolli has no carbonation or nuruk flavor, making it smooth to drink. It has the basic taste of makgeolli, so it's enjoyable on its own, but can also be used as a base for cocktails or highballs.",http://www.beompyobrewery.com/,No,No,범표 생 막걸리 9도,Beompyo saeng makgeolli 9%,N/A,"묵직하고 달콤한 맛을 가지고 있어 매운 음식과 페어링시 깊은 단맛과 긴 여운으로 속을 편안하게 적셔줘요. 범표 생 막걸리는 탄산이 없고, 누룩취가 없습니다. 따라서 목넘김이 부드러운 것이 특징이죠. 막걸리의 가장 기본이 되는 맛을 가지고 있어 그냥 마셔도 맛있지만, 취향에 맞게 칵테일이나 하이볼의 베이스 술로 음용해도 좋습니다.",Beompyo brewery,https://res.cloudinary.com/dhwup3tvm/image/upload/v1748673356/f89876d9f39b9_phshzo.png,Gyeonggi-do Incheon,경기도 이천,N/A
126,4,3,5,0,보은양조장,36.4819148,127.7167232,12,"Glutinous rice, nuruk, water","This premium chestnut makgeolli is aged for 100 days without additives, offering a smooth and pleasant sweetness. Enjoy it straight, on the rocks, or mixed with other beverages.",https://www.instagram.com/boeun_makgeollihouse,No,No,속리산 주깨비,soklisan jukkaebi,"찹쌀, 누룩, 물",첨가물 없이 100일 동안 정성으로 숙성해 만든 찹쌀 생막걸리로 부드럽고 기분 좋은 단맛을 즐길 수 있는 프리미엄 막걸리. 스트레이트 즐기기 (그대로 즐겨보세요).온더락으로 즐기기 (얼음을 넣어보세요).섞어 마시기 (보은 막걸리 + 주깨비를 1:1 비율 or 2:1 비율 섞기),boeun makgeolli house,https://res.cloudinary.com/dhwup3tvm/image/upload/v1748673365/soklisankkaebi_he6occ.png,Cheongbuk-do,충북,N/A
127,3,2,1,5,보은양조장,36.483,127.7167233,6,"Rice, nuruk, water","The representative makgeolli from Boeun Brewery, known for its unique aroma and clean carbonation.",https://www.instagram.com/boeun_makgeollihouse,No,No,보은 생쌀 막걸리,boeun saeng ssal makgeolli,"쌀, 누룩, 물",보은양조장의 가장 오래된 솔로 고유의 향과 깔끔한 탄산이 특징인 대표 생막걸리,boeun makgeolli house,N/A,Cheongbuk-do,충북,N/A
128,4,2,1,5,보은양조장,36.4819150,127.718,6,N/A,"This makgeolli is known for its rich aroma of jujubes, a specialty of Boeun, and its subtle sweetness.",https://www.instagram.com/boeun_makgeollihouse,Yes,No,속리산 쌀 대추막걸리,soklisan ssal daechumakgeolli,N/A,보은 특산품인 알 굵은 대추의 향과 은은한 단맛이 일품인 생막걸리,boeun makgeolli house,N/A,Cheongbuk-do,충북,N/A
129,1,2,1,0,좋은술,37.0102260,126.985,9,Golden citrus (Hallabong / citrus fruit),"A unique makgeolli made with golden bellflower as the main ingredient, carefully fermented using self-nuruk. This makgeolli uses no artificial sweeteners, capturing the refreshing and vibrant taste of golden bellflower.",http://www.cheonbihyang.com/,No,No,택이,Taeki,황금향,"황금향을 주재료로 한 독특한 막걸리로, 자가누룩을 사용해 정성스럽게 발효한 술입니다. 이 막걸리는 인공 감미료를 전혀 사용하지 않고, 오직 황금향만으로 황금향의 상큼하고 싱그러운 맛을 표현해냈습니다.",Joeun sool,https://res.cloudinary.com/dhwup3tvm/image/upload/v1748673357/taeki_a4m0bq.png,Gyeonggi-do Pyeongtaek,경기도 ,N/A
130,3,3,3,1,좋은술,37.011,126.985,12,"Rice, nuruk, yeast, water",A premium makgeolli made through fermentation and low-temperature aging for over six months.,http://www.cheonbihyang.com/,No,No,천비향 생주,Cheonbihyang saengju,"쌀, 누룩, 효모, 물",6개월 이상의 발효와 저온숙성을 거쳐 만든 프리미엄 오양주 막걸리 ,Joeun sool,https://res.cloudinary.com/dhwup3tvm/image/upload/v1748673378/cheonbihyang_kzdme2.png,Gyeonggi-do Pyeongtaek,경기도 ,N/A
131,2,3,2,0,좋은술,37.012,126.986,11,N/A,N/A,http://www.cheonbihyang.com/,No,No,술 그리다,Sool geurida,N/A,N/A,Joeun sool,N/A,Gyeonggi-do Pyeongtaek,경기도 ,N/A
132,1,2,1,0,좋은술,37.013,126.987,11,N/A,N/A,http://www.cheonbihyang.com/,No,No,술 예쁘다,Sool yeppeuda,N/A,N/A,Joeun sool,N/A,Gyeonggi-do Pyeongtaek,경기도 ,N/A
133,4,2,3,1,Seonsan,36.1516026,128.3166579,6,Domestic glutinous rice,"Wanjjiggi's Makgeolli is sweet and subtly refreshing, with a smooth finish. It warms the heart, softens thoughts, and encourages natural conversation. It's simply a pleasant drink.",https://www.seonsan.kr/,No,No,왼그기그 막걸리,Hwingeugigeu makgeolli,국산 찹쌀,"왼그기그 막걸리는 달콤하고 은은하게 톡 쏘며 술술 넘어갑니다. 마음을 따뜻하게 하고, 생각을 부드럽게 해주며, 대화가 자연스럽게 이어집니다. 그냥, 기분 좋은 술이에요.",Seonsan,https://res.cloudinary.com/dhwup3tvm/image/upload/v1749474574/71472848354358535_208648935_kfyiz5.jpg,Gyeongsangbuk-do Gumi,경상북도,N/A
134,3,2,3,1,Seonsan,36.1516027,128.3166580,6,"Local specialty liquor (takju: makgeolli), Seonsan non-glutinous rice 100% / nuruk (contains wheat) / yeast / purified water","Myeongga Myeongju is a light and refreshing drink, with a crisp acidity and a hint of sweetness. It's perfect for a light and enjoyable sip.",https://www.seonsan.kr/,No,No,명가명주 6도,Myeonggamyeongju 6°,"지역특산주(탁주:막걸리), 선산멥쌀 100% / 누룩(밀 함유) / 효모 / 정제수","명가명주'는 이름 있는 집안에 맛있는 술이라는 뜻으로 가볍게 즐길 수 있는 라이트 한 목넘김, 상큼한 산미가 올라오며 단맛이 감도는 맛이 나타납니다.",Seonsan,https://res.cloudinary.com/dhwup3tvm/image/upload/v1749474579/169775cd91707_ky9anj.png,Gyeongsangbuk-do Gumi,경상북도,N/A
135,3,2,3,1,Seonsan,36.1516028,128.3166581,9,"Local specialty liquor (takju: makgeolli), Seonsan non-glutinous rice 100% / nuruk (contains wheat) / yeast / purified water","Myeongga Myeongju is a light and refreshing drink, with a crisp acidity and a hint of sweetness. It's perfect for a light and enjoyable sip.",https://www.seonsan.kr/,No,No,명가명주 9도,Myeonggamyeongju ç°,지역특산주(탁주:막걸리)? 선산멥쌀 100% / 누룩(밀 함유) / 효모 / 정제수,"명가명주'는 이름 있는 집안에 맛있는 술이라는 뜻으로 가볍게 즐길 수 있는 라이트 한 목넘김, 상큼한 산미가 올라오며 단맛이 감도는 맛이 나타납니다.",Seonsan,https://res.cloudinary.com/dhwup3tvm/image/upload/v1749474578/cf208914c6872_pscbt4.png,Gyeongsangbuk-do Gumi,경상북도,N/A
136,4,3,4,1,Seonsan,36.1516029,128.3166582,12,"Local specialty liquor (takju: makgeolli), Seonsan non-glutinous rice 100% / nuruk (contains wheat) / yeast / purified water","Myeongga Myeongju is a light and refreshing drink, with a crisp acidity and a hint of sweetness. It's perfect for a light and enjoyable sip.",https://www.seonsan.kr/,No,No,명가명주 12도,Myeonggamyeongju 12°,지역특산주(탁주:막걸리). 선산멥쌀 100% / 누룩(밀 함유) / 효모 / 정제수,"명가명주'는 이름 있는 집안에 맛있는 술이라는 뜻으로 가볍게 즐길 수 있는 라이트 한 목넘김, 상큼한 산미가 올라오며 단맛이 감도는 맛이 나타납니다.",Seonsan,N/A,Gyeongsangbuk-do Gumi,경상북도,N/A
137,1,4,2,3,Seonsan,36.1516030,128.3166583,6,"Local specialty liquor (takju: makgeolli), Seonsan non-glutinous rice 100% / nuruk (contains wheat) / yeast / purified water","Seonsan Basic is a light and refreshing wine, with a subtle charm and a crisp acidity.",https://www.seonsan.kr/,No,No,선산 베이직,Seonsan basic,지역특산주(탁주:막걸리); 선산찹쌀 100% / 누룩(밀 함유) / 효모 / 정제수,선산 베이직(seonsan basic)은 가볍게 즐길 수 있는 포도 와인에 초점을 맞췄습니다. 심심한 매력과 톡 튀는 산미를 선사합니다.,Seonsan,https://res.cloudinary.com/dhwup3tvm/image/upload/v1749474578/2445e3567bb0e_bel4p3.png,Gyeongsangbuk-do Gumi,경상북도,N/A
138,4,2,3,4,Seonsan,36.1516031,128.3166584,8,"Local specialty liquor (takju: makgeolli), Seonsan non-glutinous rice 100% / nuruk (contains wheat) / yeast / purified water","Seonsan Sweet offers a delightful aroma of apples and pears, with a Brix level of 23, filling your mouth with its charm.",https://www.seonsan.kr/,No,No,선산 스위트,Seonsan sweet,지역특산주(탁주:막걸리); 선산찹쌀 100% / 누룩(밀 함유) / 효모 / 정제수,선산 스위트(seonsan sweet)는 brix 23 과 동시에 사과와 배 아로마가 입 안을 가득 채워주는 매력을 선사합니다.,Seonsan,https://res.cloudinary.com/dhwup3tvm/image/upload/v1749474578/946e12a980270_pazvw4.png,Gyeongsangbuk-do Gumi,경상북도,N/A
139,2,4,4,3,Seonsan,36.1516032,128.3166585,12,"Local specialty liquor (takju: makgeolli); Seonsan non-glutinous rice 40%, Seonsan glutinous rice 60% / nuruk (contains wheat) / purified water",Seonsan Original is a refreshing soju with a yogurt-like flavor and a strong acidity.,https://www.seonsan.kr/,No,No,선산 오리지널,Seonsan original,"지역특산주(탁주:막걸리); 선산멥쌀 40%, 선산찹쌀 60% / 누룩(밀 함유) / 정제수",선산 오리지널(seonsan original)은 요거트를 연상시키며 산미에 힘을 준 삼양주입니다.,Seonsan,https://res.cloudinary.com/dhwup3tvm/image/upload/v1749474574/158bd716696c1_tmlqxp.png,Gyeongsangbuk-do Gumi,경상북도,N/A
140,1,2,4,1,술팡,36.6493803,127.4447023,12,"Rice, 4 types of nuruk","Sullpang's Base Makgeolli, brewed with just rice and four types of nuruk, offers a clean and deep aroma. It showcases the fundamental skills of Sullpang brewing.",https://www.instagram.com/sooolpang/,No,No,봉명 막걸리,Bongmyeong makgeolli,"쌀, 누룩 4종","술팡의 베이스 막걸리, 쌀과 누룩 4종 만으로 빚어 깔끔하고 깊은 향이 특징. 술팡 양조의 기본기를 가장 잘 보여 주 는 막걸리이다.",soolpang,N/A,Chungcheongbuk-do,충청북도,N/A
141,5,1,3,2,술팡,36.655,127.4447024,12,"Glutinous rice (base assumed), nuruk, magnolia blossoms","Sullpang's Signature Makgeolli is brewed with magnolia blossoms, blending a fragrant floral aroma with a sweet, refreshing taste. The subtle pine scent harmonizes with a crisp sweetness and light acidity, finishing with a hint of magnolia blossom.",https://www.instagram.com/sooolpang/,No,No,목련 막걸리,Moklyeon makgeolli,"찹쌀 (추정 베이스), 누룩, 목련꽃","술팡의 시그니쳐 막걸리. 목련 꽃순을 넣어 빚은 막걸리, 향긋한 꽃향기와 달콤한 술 맛이 강렬하게 섞인다.",soolpang,N/A,Chungcheongbuk-do,충청북도,N/A
142,3,2,3,2,술팡,36.6493805,127.446,12,"Rice, nuruk, water ","A subtle pine scent permeates, harmonizing with a crisp sweetness and light acidity. The magnolia blossom aroma lingers, finishing with a smooth elegance.",https://www.instagram.com/sooolpang/,No,No,송송 막걸리,Songsong makgeolli,"쌀, 누룩 , 물",솔향이 은은하게 퍼지면서 쌉쌀한 단맛과 가벼운 산미가 조화를 이룬다. 목련꽃향이 은은하게 퍼지면 스로 마무리 된다.,soolpang,N/A,Chungcheongbuk-do,충청북도,N/A
143,2,3,3,5,인천탁주,37.5216996,126.7090393,6,Raw makgeolli contains live yeast.,"Unlike traditional makgeolli, which is often seen as masculine, rough, and cloudy, Saengsoju is crafted with extended aging and brewing times to appeal to women and young adults. Named after the ancient name of Incheon during the Unified Silla period, Saengsoju has been brewed for over 80 years and is the first makgeolli made from rice in the industry. It holds the highest market share in the Incheon region. The packaging features the 12 zodiac animals to provide consumers with fun conversation topics. Saengsoju is committed to providing an affordable and enjoyable drinking experience for all adults through continuous research and development. With extended aging and brewing times, Saengsoju offers a smooth and refreshing carbonation, along with a unique umami flavor. The live yeast in Saengsoju provides a natural carbonation and refreshing taste, making it a great pairing with meats (samgyeopsal, jokbal, suyeok), seafood, and various side dishes.",https://sosungju.com/,No,No,인천 생 소성주,Incheon saeng soseongju,"정제수, 쌀(외국산),팽화미(외국산),이소말토올리고당, 국, 효모, 정제효소, 종국, 아스파탐(페닐알라닌 함유,합성감미료), 구연산, 밀(곡류)함유","기존의 막걸리의 이미지가 남성적이고 투박하며 거칠고 탁한 맛이었다면 생소성주는 여성들과 젊은층도 선호할 수 있도록 숙성시간과 담금횟수를 늘려 부드럽고 톡 쏘는 청량감이 느껴져 누구나 부담없이 마실수 있도록 하였다. 인천의 통일신라 시대 이름인 소성현에서 이름이 유래한 생소성주는 80년 넘게 막걸리를 빚으며 업계최초로 쌀로 만든 막걸리를 만들었고, 인천지역 최고의 점유률을 자랑하는 대표 막걸리이다. 또한 포장에는 소비자들에게 즐길거리를 제공하기 위해 12간지 동물을 그려넣어 막걸리를 마시면서 재미있는 대화의 소재가 될수 있도록 하였다. 생소성주는 성인이라면 누구나 마음편하게 마실수 있도록 부담없는 가격으로 공급해야 한다는 마인드를 바탕으로 지속적인 연구와 개발을 끊임없이 하고 있다. 생 소성주는 숙성시간과 담금 횟수를 늘려 부드럽고 톡 쏘는 탄산의 상쾌한 청량감이 느껴지며, 특유의 감칠맛이 매력적이다. 효모가 살아 있어 천연 탄산의 청량감이 있는 생 막걸리인 소성주는 육류(삼겹살, 족발, 수육 등), 해산물, 각종 전음식과 가장 잘 어울립니다.",Incheon takju,https://res.cloudinary.com/dhwup3tvm/image/upload/v1749474573/Capture_d_%C3%A9cran_2025-06-02_191433_yapqj8.png,Gyeonggi-do Incheon,경기도 이천,N/A
144,2,2,3,4,인천탁주,37.5216997,126.7090394,5,"Purified water, rice (domestic), nuruk (contains wheat), puffed rice (domestic), oligosaccharides, yeast, aspartame (sweetener, contains phenylalanine), citric acid","Saengsoju Plus Makgeolli is made with domestic rice and premium yeast developed in collaboration with the Korean Food Research Institute. This premium makgeolli, known for its clean and smooth taste, has an alcohol content of 5% to cater to the preferences of women and young adults. The label features Incheon's iconic animals, the black-faced spoonbill and the harbor seal, along with the Incheon Bridge. Saengsoju Plus pairs well with grilled meats, stews, grilled fish, and various sashimi dishes.",https://sosungju.com/,No,No,인천 소성주 플러스,Incheon soseongju plus,"정제수, 쌀(국내산), 국(밀함유), 팽화미(국내산), 올리고당, 효모, 아스파탐(감미료, 페닐알라딘 함유), 구연산","소성주플러스 막걸리는 국내산 쌀로 만들어졌으며, <한국 식품 연구원 우리술 연구팀>과 공동개발한 국내산 전통 누룩의 우수효모로 만든 인천탁주에서 개발한 프리미엄 막걸리이다. 깨끗하고 부드러운 맛이 특징인 소성주플러스는 알코올 도수를 5%로 하여 여성들과 젊은층들이 선호하는 저도주 막걸리 시장의 특성을 잘 살린 막걸리이다. 또한, 소성주플러스라벨에는 인천을 대표하는 동물인 저어새와 물범과 함께 인천대교를 디자인하였다. 소성주플러스와 어울리는 안주는 삼겹살과 같은 육류음식, 전골음식, 생선구이, 각종 회음식과 가장 잘 어울립니다.",Incheon takju,https://res.cloudinary.com/dhwup3tvm/image/upload/v1749474570/Capture_d_%C3%A9cran_2025-06-02_191527_inygaz.png,Gyeonggi-do Incheon,경기도 이천,N/A
145,4,1,3,2,인천탁주,37.5216998,126.7090395,9,"Pink: rice (domestic) 36.28% contained, nuruk, yeast",Experience the rich sweetness and smooth finish of this chestnut-based makgeolli. It can be enjoyed like a dessert wine.,https://sosungju.com/,No,No,쌀은원래달다,Ssaleun wonlae dalda 9°,"핑크: 쌀(국내산) 36.28%함유, 국, 효모","“자연의 맛 그대로 소중한 분과 함께 할 수 있는 막걸리”인 쌀은 원래 달다(쌀원달) 와 어울리는 음식은 회음식, 매운음식(홍어무침, 매운닭발, 매운족발 등), 튀김요리, 찌개음식, 각종샐러드와 잘 어울립니다. ""자연의 맛 그대로, 소중한 분과 함께하는 고품격 프리미엄 막걸리. 쌀은 원래 달다는 합성감미료를 전혀 사용하지 않고 오직 국내산 쌀로만 단맛을 구현한 프리미엄 막걸리입니다. 쌀은 원래 달다는 전통주인 이화주를 모티브로 하여 만든 맛과 풍미가 가득한 생막걸리입니다.",Incheon takju,https://res.cloudinary.com/dhwup3tvm/image/upload/v1749474568/Capture_d_%C3%A9cran_2025-06-02_191606_unwcoh.png,Gyeonggi-do Incheon,경기도 이천,N/A
146,4,1,3,2,인천탁주,37.5216999,126.7090396,12,"Green: rice (domestic) 47.4% contained, nuruk, yeast","""Ssal, a makgeolli that captures the natural sweetness of rice, pairs well with sashimi, spicy dishes (e.g., raw pollack, spicy chicken feet, spicy pork feet), fried foods, stews, and various salads. This premium makgeolli, inspired by the traditional Ihwaju, is made without any artificial sweeteners, using only domestic rice to achieve its natural sweetness. It offers a rich flavor and aroma, perfect for sharing with loved ones.""",https://sosungju.com/,No,No,쌀은원래달다,Ssaleun wonlae dalda 12°,"그린: 쌀(국내산) 47.4%함유, 국, 효모","“자연의 맛 그대로 소중한 분과 함께 할 수 있는 막걸리”인 쌀은 원래 달다(쌀원달) 와 어울리는 음식은 회음식, 매운음식(홍어무침, 매운닭발, 매운족발 등), 튀김요리, 찌개음식, 각종샐러드와 잘 어울립니다. ""자연의 맛 그대로, 소중한 분과 함께하는 고품격 프리미엄 막걸리. 쌀은 원래 달다는 합성감미료를 전혀 사용하지 않고 오직 국내산 쌀로만 단맛을 구현한 프리미엄 막걸리입니다. 쌀은 원래 달다는 전통주인 이화주를 모티브로 하여 만든 맛과 풍미가 가득한 생막걸리입니다.",Incheon takju,https://res.cloudinary.com/dhwup3tvm/image/upload/v1749474567/Capture_d_%C3%A9cran_2025-06-02_191619_of31vz.png,Gyeonggi-do Incheon,경기도 이천,N/A
147,2,2,3,2,인천탁주,37.5217000,126.7090397,6,"Ingredients: purified water, rice (domestic), nuruk (contains wheat), yeast, starter culture (jongguk)","1938 Saengsoju is a ""NO SUGAR"" makgeolli made with only domestic rice, nuruk, and water. It is a healthy, low-alcohol makgeolli suitable for today's health-conscious drinking culture, with no artificial sweeteners. The brand name 1938 Saengsoju commemorates the founding year of Daewha Brewery, the predecessor of Incheon Soju, established in 1938.",https://sosungju.com/,No,No,1938 소성주,1938 soseongju,"원재료 : 정제수, 쌀(국내산), 국(밀함유), 효모, 종국","1938소성주는 감미료가 전혀들어가지 않은 ""NO SUGAR"" 막걸리 입니다. 오직 국내산 쌀과 누룩, 물로 만든 전통 막걸리입니다. 요즘 건강을 중요시 하는 음주 문화에 적합한 저도주, 합성감미료가 전혀 사용되지 않은 건강한 막걸리 1938소성주 브랜드 명은 인천탁주 전신인 인천지역 양조장 대화주조의 창립연도인 1938년을 기념하기 위해 만들어진 브랜드 명 입니다.",Incheon takju,N/A,Gyeonggi-do Incheon,경기도 이천,N/A
148,5,2,3,2,어릿광대양조장,37.547104,127.0441895,7.7,"Glutinous rice, nuruk, water, pineapple",The pineapple aroma and the apple finish are delightful. It pairs well with meats and fried foods.,https://www.instagram.com/weather_brewery/,Yes,No,파인애플,Pine apple,"찹쌀, 누룩,물,파인애플","파인애플향과 후미에 느껴지는 사과향이 좋아요. 육류, 튀김류와 어울림",Clown brewery,N/A,Seoul,서울특별시,N/A
149,5,3,2,2,어릿광대양조장,37.547105,127.045,6.6,"Glutinous rice, nuruk, water, passion fruit, lime",This makgeolli offers a tropical fruit aroma and a refreshing lime tartness. It's perfect for a low-alcohol cocktail with ice and soda.,https://www.instagram.com/weather_brewery/,Yes,No,스톡홀름신드롬,Stockholm Syndrome,"찹쌀, 누룩,물, 패션후르츠,라임","열대과일향, 라임의 새콤함이 매력적인 탁주 얼음과 탄산수를 넣어 저도수의 칵테일 추천",Clown brewery,N/A,Seoul,서울특별시,N/A
150,3,3,3,3,어릿광대양조장,37.548,127.0441897,6.5,"Glutinous rice, nuruk, water, lemon, ginger",Captures the vibrant spirit of Mulle-dong. Perfect for pairing with seafood and as an aperitif.,https://www.instagram.com/weather_brewery/,Yes,No,문래,MULLAE,"찹쌀, 누룩,물,레몬,생강","톡톡튀는 문래동의 느낌을 상징적으로 담아냄 해산물페어링, 식전주 추천",Clown brewery,N/A,Seoul,서울특별시,N/A
151,2,1,4,1,어릿광대양조장,37.548,127.045,7,"Glutinous rice, nuruk, water","Experience the pure rice aroma of this makgeolli, reminiscent of Pyongyang naengmyeon. It pairs well with simple Korean dishes.",https://www.instagram.com/weather_brewery/,No,No,제 5원소,The Fifth Element,"찹쌀, 누룩,물",평양냉면같은 막걸리 쌀향 그 자체를 느껴보세요. 담백한 한식과 페어링 추천,Clown brewery,N/A,Seoul,서울특별시,N/A
152,2,5,3,2,어릿광대양조장,37.546,127.0441899,10,"Glutinous rice, nuruk, water, lotus leaf, lemon",This makgeolli stands out with its strong acidity. It pairs well with spicy and seasoned dishes.,https://www.instagram.com/weather_brewery/,Yes,No,크라운크라운,Crown Crown,"찹쌀, 누룩,물,연잎, 레몬","한국에서 생산되는 막걸리중 강력한 산미가 인상적 향신료가 들어간 음식, 매운음식 과 페어링 추천",Clown brewery,N/A,Seoul,서울특별시,N/A
